disease,name,n_terms,ic_moved,informative_pairs,pairs_moved,mean_abs_dlin,max_abs_dlin
OMIM:171300,Pheochromocytoma,16,9,39,39,0.0008,0.002
OMIM:231005,"Gaucher disease, type IIIC",17,12,32,32,0.0008,0.002
OMIM:606072,Rippling muscle disease,12,5,45,45,0.0008,0.001
OMIM:106995,Anonychia-Onychodystrophy with hypoplasia or absence of distal phalanges,13,6,24,24,0.0008,0.002
OMIM:165500,Optic atrophy 1,14,9,56,56,0.0008,0.002
OMIM:133020,"Erythermalgia, primary",13,8,11,11,0.0008,0.001
OMIM:601419,"Myopathy, myofibrillar, 1",15,10,34,34,0.0008,0.002
OMIM:611554,Leopard syndrome 2,18,6,41,41,0.0008,0.002
OMIM:300484,Orofaciodigital syndrome VIII,17,10,20,20,0.0008,0.002
OMIM:615297,Adams-Oliver syndrome 4,13,8,22,22,0.0008,0.002
OMIM:616827,"Muscular dystrophy, limb-girdle, type 2W",12,9,23,23,0.0008,0.002
OMIM:129490,"Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant",13,8,45,45,0.0008,0.002
OMIM:612098,"Cardiomyopathy, familial hypertrophic, 11",17,11,105,105,0.0008,0.002
OMIM:141300,"Hemifacial atrophy, progressive",16,11,28,28,0.0008,0.002
OMIM:616559,Noonan syndrome 9,17,9,16,16,0.0008,0.002
OMIM:169100,Char syndrome,17,7,23,23,0.0008,0.004
OMIM:194072,"Wilms tumor, aniridia, genitourinary anomalies and impaired intellectual development syndrome",12,8,36,36,0.0008,0.001
OMIM:617336,"Nemaline myopathy 11, autosomal recessive",15,7,27,27,0.0008,0.002
OMIM:604804,"Microcephaly 3, primary, autosomal recessive",15,8,32,32,0.0008,0.004
OMIM:617070,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4",18,14,35,35,0.0008,0.002
OMIM:620192,Lacrimoauriculodentodigital syndrome-2,14,7,33,33,0.0008,0.002
OMIM:618021,Tetraamelia syndrome 2,14,5,19,19,0.0008,0.005
OMIM:201550,Adducted thumbs syndrome,15,9,36,36,0.0008,0.002
OMIM:142946,Holoprosencephaly 4,15,6,37,37,0.0008,0.002
OMIM:613204,"Muscular dystrophy, congenital, due to integrin alpha-7 deficiency",12,9,39,39,0.0008,0.005
OMIM:619113,COACH syndrome 3,16,10,28,28,0.0008,0.002
OMIM:102150,Acromegaloid facial appearance syndrome,18,6,67,67,0.0008,0.004
OMIM:600252,Lowry-Maclean syndrome,12,9,20,20,0.0008,0.004
OMIM:253601,"Muscular dystrophy, limb-girdle, type 2B",13,7,37,37,0.0008,0.002
OMIM:175050,Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,14,9,29,29,0.0008,0.003
OMIM:614651,"Coenzyme Q10 deficiency, primary, 2",15,8,14,14,0.0008,0.002
OMIM:613102,Hypotrichosis and recurrent skin vesicles,14,9,62,62,0.0008,0.002
OMIM:520000,"Diabetes and deafness, maternally inherited",14,14,17,17,0.0008,0.002
OMIM:616324,"Myasthenic syndrome, congenital, 4B, fast-channel",13,10,29,29,0.0008,0.001
OMIM:214300,"Klippel-Feil syndrome, autosomal recessive",13,8,23,23,0.0008,0.001
OMIM:613854,"Congenital heart defects, multiple types, 6",14,9,91,91,0.0008,0.003
OMIM:620246,Congenital myopathy 18 due to dihydropyridine receptor defect,12,7,21,21,0.0008,0.002
OMIM:617158,"Myopathy, distal, with rimmed vacuoles",13,3,44,44,0.0008,0.009
OMIM:613266,"Waardenburg syndrome, type 4C",13,8,18,18,0.0008,0.002
OMIM:603511,"Muscular dystrophy, limb-girdle, type 1E",18,9,69,69,0.0008,0.002
OMIM:123100,Craniosynostosis 1,14,5,56,56,0.0008,0.001
OMIM:247990,Macdermot-Winter syndrome,15,8,17,17,0.0008,0.002
OMIM:601846,Vacuolar neuromyopathy,13,5,39,39,0.0008,0.009
OMIM:609200,"Myopathy, myofibrillar, 3",16,9,49,49,0.0008,0.003
OMIM:602433,"Amyotrophic lateral sclerosis 4, juvenile",17,8,94,94,0.0008,0.003
OMIM:620725,Bethlem myopathy 1B,13,8,66,66,0.0008,0.002
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",14,4,20,20,0.0007,0.002
OMIM:614473,"Arterial calcification, generalized, of infancy, 2",14,6,68,68,0.0007,0.002
OMIM:273390,Tetra-Amelia with ectodermal dysplasia and lacrimal duct abnormalities,17,6,38,38,0.0007,0.004
OMIM:300143,"Intellectual developmental disorder, X-linked 21",18,6,33,33,0.0007,0.002
OMIM:613509,Chromosome 4q21 deletion syndrome,15,7,28,28,0.0007,0.002
OMIM:618879,"Neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures",16,9,23,23,0.0007,0.002
OMIM:210745,"Blepharophimosis with ptosis, syndactyly, and short stature",16,8,39,39,0.0007,0.002
OMIM:614072,Hermansky-Pudlak syndrome 3,15,11,36,36,0.0007,0.002
OMIM:613550,Nephronophthisis 11,15,8,22,22,0.0007,0.002
OMIM:618823,"Myopathy, congenital proximal, with minicore lesions",15,8,29,29,0.0007,0.002
OMIM:616201,Chronic atrial and intestinal dysrhythmia,12,7,37,37,0.0007,0.002
OMIM:613838,"Cardiomyopathy, familial hypertrophic, 16",12,8,46,46,0.0007,0.002
OMIM:609273,Nemaline myopathy 6,12,8,37,37,0.0007,0.002
OMIM:210700,"Microcephalic primordial dwarfism, Montreal type",12,9,11,11,0.0007,0.002
OMIM:608390,"Myotonia, potassium-aggravated",12,9,24,24,0.0007,0.001
OMIM:612242,Chromosome 10q22.3-q23.2 deletion syndrome,14,5,22,22,0.0007,0.002
OMIM:616812,"Muscular dystrophy, limb-girdle, autosomal recessive 25",17,12,38,38,0.0007,0.002
OMIM:604379,Hypotrichosis 7,13,11,69,69,0.0007,0.002
OMIM:608751,"Cardiomyopathy, familial hypertrophic, 8",13,6,66,66,0.0007,0.002
OMIM:620022,"Stickler syndrome, type VI",12,5,12,12,0.0007,0.002
OMIM:614838,Hypogonadotropic hypogonadism 9 with or without anosmia,12,6,14,14,0.0007,0.002
OMIM:604169,Left ventricular noncompaction 1,15,7,92,92,0.0007,0.006
OMIM:278150,Hypotrichosis 8,13,8,69,69,0.0007,0.001
OMIM:273400,"Tetramelic deficiencies, ectodermal dysplasia, deformed ears, andother abnormalities",16,13,12,12,0.0007,0.002
OMIM:606242,Kondoh syndrome,16,9,34,34,0.0007,0.002
OMIM:133100,"Erythrocytosis, familial, 1",13,6,17,17,0.0007,0.001
OMIM:620294,"Congenital heart defects, multiple types, 9",16,7,66,66,0.0007,0.002
OMIM:300614,"Deafness, X-linked 5",13,10,25,25,0.0007,0.002
OMIM:606482,"Charcot-Marie-Tooth disease, dominant intermediate B",12,8,37,37,0.0007,0.003
OMIM:611936,Chromosome 3q29 duplication syndrome,17,8,60,60,0.0007,0.008
OMIM:615750,Moyamoya disease 6 with achalasia,12,6,25,25,0.0006,0.002
OMIM:620067,Cardiac valvular dysplasia 2,16,8,91,91,0.0006,0.002
OMIM:605637,"Myopathy, proximal, and ophthalmoplegia",18,12,69,69,0.0006,0.002
OMIM:621236,"Rhabdomyolysis, susceptibility to, 2",15,9,51,51,0.0006,0.005
OMIM:300581,FG syndrome 5,14,6,38,38,0.0006,0.002
OMIM:271150,"Spinal muscular atrophy, type IV",17,6,78,78,0.0006,0.003
OMIM:618388,Fetal akinesia deformation sequence 2,17,9,25,25,0.0006,0.002
OMIM:616165,Nemaline myopathy 10,18,12,72,72,0.0006,0.001
OMIM:613157,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3",13,7,36,36,0.0006,0.002
OMIM:617047,"Cardiomyopathy, familial hypertrophic, 26",13,6,78,78,0.0006,0.002
OMIM:612937,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 15",13,6,25,25,0.0006,0.002
OMIM:224900,"Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive",18,8,106,106,0.0006,0.002
OMIM:613426,"Cardiomyopathy, dilated, 1S",18,7,136,136,0.0006,0.005
OMIM:608758,"Cardiomyopathy, familial hypertrophic, 10",15,9,67,67,0.0006,0.002
OMIM:621446,Oculopharyngodistal myopathy 5,14,9,38,38,0.0006,0.002
OMIM:617069,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3",14,10,33,33,0.0006,0.002
OMIM:610706,"Deafness, congenital, with inner ear agenesis, microtia, and microdontia",15,6,42,42,0.0006,0.002
OMIM:108900,"Atrial septal defect 7, with or without AV conduction defects",13,7,78,78,0.0006,0.003
OMIM:617072,"Muscular dystrophy, limb-girdle, type 2Y",16,10,78,78,0.0006,0.002
OMIM:277000,Mayer-Rokitansky-Kuster-Hauser syndrome,15,4,79,79,0.0006,0.002
OMIM:616816,"Hypotonia, infantile, with psychomotor retardation",17,11,23,23,0.0006,0.002
OMIM:208000,"Arterial calcification, generalized, of infancy, 1",18,8,71,71,0.0006,0.002
OMIM:620286,"Myopathy, sarcoplasmic body",12,6,45,45,0.0006,0.009
OMIM:609166,Branchiogenic-deafness syndrome,14,7,23,23,0.0006,0.002
OMIM:619981,Braddock-Carey syndrome 2,13,8,25,25,0.0006,0.002
OMIM:616898,Chromosome 15q14 deletion syndrome,17,7,41,41,0.0006,0.004
OMIM:613717,Treacher collins syndrome 2,17,10,67,67,0.0006,0.002
OMIM:263400,"Erythrocytosis, familial, 2",15,9,27,27,0.0006,0.001
OMIM:615989,Bardet-Biedl syndrome 12,13,9,18,18,0.0005,0.002
OMIM:227260,"Focal facial dermal dysplasia 3, Setleis type",13,2,52,52,0.0005,0.001
OMIM:137550,"Melanocytic nevus syndrome, congenital",18,2,94,94,0.0005,0.002
OMIM:613456,Frontonasal dysplasia 3,14,6,38,38,0.0005,0.002
OMIM:123320,"Creatine phosphokinase, elevated serum",12,10,37,37,0.0005,0.001
OMIM:617681,Blepharocheilodontic syndrome 2,13,7,46,46,0.0005,0.003
OMIM:608980,Bifid nose with or without anorectal and renal anomalies,17,4,28,28,0.0005,0.001
OMIM:609452,"Myopathy, myofibrillar, 4",12,5,29,29,0.0005,0.001
OMIM:615278,Cardiofaciocutaneous syndrome 2,15,8,19,19,0.0005,0.001
OMIM:301950,"Branchial arch syndrome, X-linked",12,7,14,14,0.0005,0.001
OMIM:616001,"Breasts and/or nipples, aplasia or hypoplasia of, 2",12,2,15,15,0.0005,0.001
OMIM:132900,"Aortic aneurysm, familial thoracic 4",18,10,136,136,0.0005,0.001
OMIM:601349,"Microphthalmia, syndromic 8",14,9,32,32,0.0005,0.002
OMIM:266900,Senior-Loken syndrome 1,12,4,22,22,0.0005,0.001
OMIM:314400,"Cardiac valvular dysplasia, X-linked",16,10,31,31,0.0005,0.001
OMIM:178600,"Pulmonary hypertension, primary, 1",14,6,66,66,0.0005,0.001
OMIM:601076,"Mullerian duct aplasia, unilateral renal agenesis, and cervicothoracicsomite anomalies",16,12,27,27,0.0005,0.002
OMIM:202370,Peroxisome biogenesis disorder 2B,17,10,47,47,0.0005,0.002
OMIM:618939,Treacher-Collins syndrome 4,13,9,37,37,0.0005,0.001
OMIM:620903,Polycystic kidney disease 8,12,4,22,22,0.0005,0.001
OMIM:611867,"Chromosome 22q11.2 deletion syndrome, distal",14,7,24,24,0.0004,0.002
OMIM:141400,Hemifacial microsomia with radial defects,13,10,34,34,0.0004,0.002
OMIM:166780,Otofaciocervical syndrome,13,2,22,22,0.0004,0.001
OMIM:300238,"Intellectual developmental disorder, X-linked syndromic, Shashi type",12,6,22,22,0.0004,0.001
OMIM:300946,Diamond-Blackfan anemia 14 with mandibulofacial dysostosis,13,7,19,19,0.0004,0.001
