rank,disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
2453,OMIM:216360,Coach syndrome 1,OMIM,41,41,0,0,0,0,27,820,157,663,157,6,0,0.002394,0.018154,RANKABLE
2454,OMIM:602782,Histiocytosis-lymphadenopathy plus syndrome,OMIM,49,49,0,0,0,0,30,1176,198,978,198,9,0,0.002392,0.028378,RANKABLE
2455,OMIM:619851,"Leukodystrophy, hypomyelinating, 24",OMIM,18,18,0,0,0,0,14,153,79,74,79,3,0,0.002390,0.017948,RANKABLE
2456,ORPHA:168621,"Dysplasia of head of femur, Meyer type",ORPHA,13,13,0,0,0,0,6,78,24,54,24,1,0,0.002386,0.025578,RANKABLE
2457,ORPHA:86909,Myoclonic epilepsy of infancy,ORPHA,21,21,0,0,0,0,13,210,190,20,190,14,0,0.002386,0.017610,RANKABLE
2458,OMIM:616668,"Charcot-Marie-Tooth disease, axonal, type 2X",OMIM,22,22,0,0,0,0,15,231,130,101,130,5,0,0.002385,0.013788,RANKABLE
2459,OMIM:619382,"Leber hereditary optic neuropathy, autosomal recessive",OMIM,5,5,0,0,0,0,2,10,10,0,10,0,0,0.002381,0.009429,RANKABLE
2460,OMIM:616981,"Epileptic encephalopathy, early infantile, 37",OMIM,21,21,0,0,0,0,15,210,142,68,142,11,0,0.002380,0.017610,RANKABLE
2461,OMIM:613287,"Charcot-Marie-Tooth disease, axonal, type 2N",OMIM,14,14,0,0,0,0,9,91,37,54,37,1,0,0.002379,0.020259,RANKABLE
2462,OMIM:185000,Overhydrated hereditary stomatocytosis,OMIM,13,13,0,0,0,0,7,78,18,60,18,0,0,0.002379,0.009270,RANKABLE
2463,OMIM:614038,"Lymphedema, primary, with myelodysplasia",OMIM,13,13,0,0,0,0,7,78,17,61,17,2,0,0.002378,0.013895,RANKABLE
2464,OMIM:610156,"Impaired intellectual development, truncal obesity, retinal dystrophy, and micropenis syndrome",OMIM,11,11,0,0,0,0,8,55,11,44,11,0,0,0.002378,0.005361,RANKABLE
2465,ORPHA:1686,Cardiac diverticulum,ORPHA,42,42,0,0,0,0,31,861,574,287,574,38,1,0.002377,0.182879,RANKABLE
2466,OMIM:261650,"Phosphoenolpyruvate carboxykinase 2, mitochondrial",OMIM,5,5,0,0,0,0,3,10,4,6,4,0,0,0.002375,0.004105,RANKABLE
2467,OMIM:300848,"Intellectual developmental disorder, X-linked 89",OMIM,4,4,0,0,0,0,4,6,6,0,6,0,0,0.002373,0.004703,RANKABLE
2468,ORPHA:85167,Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,ORPHA,38,38,0,0,0,0,31,703,311,392,311,14,0,0.002373,0.018367,RANKABLE
2469,OMIM:610131,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4",OMIM,28,28,0,0,0,0,21,378,62,316,62,3,0,0.002372,0.023016,RANKABLE
2470,ORPHA:59303,Neonatal ichthyosis-sclerosing cholangitis syndrome,ORPHA,15,15,0,0,0,0,11,105,53,52,53,2,0,0.002372,0.017074,RANKABLE
2471,ORPHA:79101,Hyperprolinemia type 2,ORPHA,51,51,0,0,0,0,36,1275,558,717,558,8,3,0.002372,0.141382,RANKABLE
2472,ORPHA:309282,"Alpha-mannosidosis, infantile form",ORPHA,88,88,0,0,0,0,54,3828,916,2912,916,21,3,0.002372,0.178280,RANKABLE
2473,ORPHA:231736,Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome,ORPHA,7,7,0,0,0,0,4,21,21,0,21,0,0,0.002371,0.005499,RANKABLE
2474,OMIM:619521,"Epilepsy, idiopathic generalized, susceptibility to, 18",OMIM,4,4,0,0,0,0,3,6,3,3,3,0,0,0.002370,0.004006,RANKABLE
2475,ORPHA:63455,Paraneoplastic pemphigus,ORPHA,7,7,0,0,0,0,3,21,7,14,7,0,0,0.002370,0.007745,RANKABLE
2476,OMIM:621506,Neurodevelopmental disorder with parkinsonism or other movement abnormalities,OMIM,76,76,0,0,0,0,59,2850,670,2180,670,20,1,0.002369,0.102142,RANKABLE
2477,ORPHA:488618,Transketolase deficiency,ORPHA,27,27,0,0,0,0,19,351,60,291,60,3,0,0.002369,0.038102,RANKABLE
2478,OMIM:308280,"Impacted teeth, multiple",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.002368,0.002368,RANKABLE
2479,ORPHA:2064,Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome,ORPHA,6,6,0,0,0,0,4,15,10,5,10,0,0,0.002368,0.009297,RANKABLE
2480,OMIM:611718,"Hypomagnesemia 4, renal",OMIM,4,4,0,0,0,0,2,6,3,3,3,0,0,0.002366,0.003756,RANKABLE
2481,OMIM:300260,"Intellectual developmental disorder, X-linked syndromic, Lubs type",OMIM,65,65,0,0,0,0,35,2080,632,1448,632,27,2,0.002366,0.169064,RANKABLE
2482,ORPHA:324,Fabry disease,ORPHA,76,76,0,0,0,0,60,2850,335,2515,335,23,0,0.002366,0.026534,RANKABLE
2483,ORPHA:2798,Pachygyria-intellectual disability-epilepsy syndrome,ORPHA,4,4,0,0,0,0,3,6,3,3,3,0,0,0.002366,0.003756,RANKABLE
2484,OMIM:614751,"Neuronopathy, distal hereditary motor, type VB",OMIM,7,7,0,0,0,0,0,21,17,4,17,0,0,0.002365,0.009109,RANKABLE
2485,ORPHA:79139,Japanese encephalitis,ORPHA,82,82,0,0,0,0,53,3321,1075,2246,1075,89,0,0.002364,0.032545,RANKABLE
2486,OMIM:614961,"Pontocerebellar hypoplasia, type 8",OMIM,48,48,0,0,0,0,29,1128,259,869,259,17,0,0.002363,0.031729,RANKABLE
2487,OMIM:612109,Oculoauricular syndrome,OMIM,32,32,0,0,0,0,17,496,329,167,329,23,0,0.002360,0.041225,RANKABLE
2488,OMIM:615605,Fanconi renotubular syndrome 3,OMIM,11,11,0,0,0,0,7,55,21,34,21,0,0,0.002360,0.006179,RANKABLE
2489,ORPHA:330050,DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect,ORPHA,30,30,0,0,0,0,23,435,198,237,198,14,0,0.002359,0.017948,RANKABLE
2490,OMIM:603075,"Macular degeneration, age-related, 1",OMIM,7,7,0,0,0,0,4,21,21,0,21,0,0,0.002358,0.006614,RANKABLE
2491,OMIM:619150,Intellectual developmental disorder with paroxysmal dyskinesia or seizures,OMIM,23,23,0,0,0,0,17,253,212,41,212,14,0,0.002357,0.019513,RANKABLE
2492,OMIM:611881,Glycogen storage disease XII,OMIM,28,28,0,0,0,0,16,378,61,317,61,2,0,0.002357,0.010985,RANKABLE
2493,ORPHA:88661,Amelogenesis imperfecta,ORPHA,16,16,0,0,0,0,8,120,120,0,120,4,0,0.002357,0.011272,RANKABLE
2494,ORPHA:3310,Tetrasomy 9p syndrome,ORPHA,82,82,0,0,0,0,50,3321,532,2789,532,33,0,0.002356,0.040255,RANKABLE
2495,OMIM:248370,Mandibuloacral dysplasia,OMIM,46,46,0,0,0,0,30,1035,335,700,335,2,2,0.002354,0.163291,RANKABLE
2496,OMIM:204730,"Amino aciduria with mental deficiency, dwarfism, muscular dystrophy,osteoporosis, and acidosis",OMIM,6,6,0,0,0,0,5,15,2,13,2,0,0,0.002353,0.002948,RANKABLE
2497,OMIM:253270,Holocarboxylase synthetase deficiency,OMIM,22,22,0,0,0,0,18,231,37,194,37,0,0,0.002352,0.008756,RANKABLE
2498,OMIM:620494,"Neurodevelopmental disorder with impaired language, behavioral abnormalities, and dysmorphic facies",OMIM,82,82,0,0,0,0,46,3321,573,2748,573,17,1,0.002351,0.470272,RANKABLE
2499,ORPHA:263432,Nevus of Ito,ORPHA,2,2,0,0,0,0,2,1,1,0,1,0,0,0.002350,0.002350,RANKABLE
2500,OMIM:612438,"Leukodystrophy, hypomyelinating, 6",OMIM,26,26,0,0,0,0,22,325,172,153,172,11,0,0.002348,0.019513,RANKABLE
2501,ORPHA:251643,Myxopapillary ependymoma,ORPHA,12,12,0,0,0,0,9,66,18,48,18,1,0,0.002348,0.026350,RANKABLE
2502,ORPHA:352479,ISPD-related limb-girdle muscular dystrophy R20,ORPHA,16,16,0,0,0,0,10,120,30,90,30,2,0,0.002347,0.010037,RANKABLE
2503,OMIM:619013,Rajab interstitial lung disease with brain calcifications 2,OMIM,25,25,0,0,0,0,17,300,35,265,35,1,0,0.002346,0.016888,RANKABLE
2504,OMIM:620772,Developmental and epileptic encephalopathy 113,OMIM,24,24,0,0,0,0,15,276,103,173,103,5,0,0.002344,0.017610,RANKABLE
2505,OMIM:616095,Monocarboxylate transporter 1 deficiency,OMIM,6,6,0,0,0,0,5,15,4,11,4,0,0,0.002344,0.004372,RANKABLE
2506,ORPHA:2206,Ankylosing vertebral hyperostosis with tylosis,ORPHA,5,5,0,0,0,0,4,10,3,7,3,0,0,0.002344,0.002478,RANKABLE
2507,OMIM:614299,Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia,OMIM,33,33,0,0,0,0,23,528,106,422,106,6,0,0.002342,0.017948,RANKABLE
2508,OMIM:259270,"Osteodysplasty, precocious, of danks, mayne, and kozlowski",OMIM,6,6,0,0,0,0,6,15,6,9,6,0,0,0.002342,0.002870,RANKABLE
2509,OMIM:617166,Developmental and epileptic encephalopathy 47,OMIM,26,26,0,0,0,0,15,325,178,147,178,11,0,0.002340,0.016908,RANKABLE
2510,ORPHA:744,Proteus syndrome,ORPHA,115,115,0,0,0,0,73,6555,1082,5473,1082,8,3,0.002340,0.298564,RANKABLE
2511,OMIM:257220,"Niemann-pick disease, type C1",OMIM,30,30,0,0,0,0,16,435,134,301,134,3,0,0.002339,0.052009,RANKABLE
2512,OMIM:245900,Lecithin:cholesterol acyltransferase deficiency,OMIM,9,9,0,0,0,0,5,36,8,28,8,0,0,0.002339,0.004908,RANKABLE
2513,OMIM:620969,"Anemia, congenital dyserythropoietic, type IVb",OMIM,34,34,0,0,0,0,11,561,177,384,177,5,0,0.002339,0.031520,RANKABLE
2514,ORPHA:52503,X-linked creatine transporter deficiency,ORPHA,26,26,0,0,0,0,23,325,97,228,97,4,0,0.002336,0.025013,RANKABLE
2515,OMIM:113800,Epidermolytic hyperkeratosis,OMIM,6,6,0,0,0,0,5,15,15,0,15,0,0,0.002335,0.005371,RANKABLE
2516,OMIM:220100,Cystinuria,OMIM,7,7,0,0,0,0,3,21,21,0,21,0,0,0.002334,0.004591,RANKABLE
2517,OMIM:613677,"Hyperaldosteronism, familial, type III",OMIM,9,9,0,0,0,0,5,36,7,29,7,0,0,0.002333,0.003659,RANKABLE
2518,OMIM:602723,Psoriasis 2,OMIM,5,5,0,0,0,0,4,10,10,0,10,0,0,0.002332,0.005739,RANKABLE
2519,OMIM:183020,"Spinal muscular atrophy, segmental",OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.002331,0.002331,RANKABLE
2520,OMIM:618246,"Mitochondrial complex I deficiency, nuclear type 25",OMIM,11,11,0,0,0,0,9,55,7,48,7,1,0,0.002331,0.010823,RANKABLE
2521,ORPHA:585,Multiple sulfatase deficiency,ORPHA,30,30,0,0,0,0,24,435,77,358,77,4,0,0.002331,0.018026,RANKABLE
2522,OMIM:613144,"Choroidal dystrophy, central areolar 3",OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.002328,0.002328,RANKABLE
2523,ORPHA:85203,Acropectoral syndrome,ORPHA,3,3,0,0,0,0,2,3,3,0,3,0,0,0.002328,0.002739,RANKABLE
2524,OMIM:253290,"Multiple pterygium syndrome, Lethal type",OMIM,25,25,0,0,0,0,16,300,62,238,62,1,0,0.002327,0.063659,RANKABLE
2525,ORPHA:70472,"Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type",ORPHA,45,45,0,0,0,0,33,990,306,684,306,18,0,0.002327,0.026896,RANKABLE
2526,ORPHA:2989,Familial pterygium of the conjunctiva,ORPHA,3,3,0,0,0,0,3,3,3,0,3,0,0,0.002327,0.002971,RANKABLE
2527,OMIM:619795,"Osteogenesis imperfecta, type XXII",OMIM,17,17,0,0,0,0,12,136,47,89,47,1,0,0.002326,0.030113,RANKABLE
2528,ORPHA:75564,Acquired idiopathic sideroblastic anemia,ORPHA,28,28,0,0,0,0,18,378,245,133,245,16,0,0.002326,0.029535,RANKABLE
2529,OMIM:617862,"Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy",OMIM,25,25,0,0,0,0,17,300,194,106,194,13,0,0.002325,0.023396,RANKABLE
2530,OMIM:265050,3MC syndrome 2,OMIM,37,37,0,0,0,0,21,666,230,436,230,2,2,0.002324,0.161060,RANKABLE
2531,ORPHA:157794,Hereditary mixed polyposis syndrome,ORPHA,18,18,0,0,0,0,5,153,117,36,117,6,0,0.002322,0.013647,RANKABLE
2532,ORPHA:428,Autosomal dominant hypocalcemia,ORPHA,30,30,0,0,0,0,21,435,78,357,78,4,0,0.002322,0.036087,RANKABLE
2533,ORPHA:63862,Schisis association,ORPHA,15,15,0,0,0,0,11,105,23,82,23,1,0,0.002320,0.024187,RANKABLE
2534,ORPHA:280062,Calciphylaxis,ORPHA,13,13,0,0,0,0,6,78,12,66,12,0,0,0.002320,0.006016,RANKABLE
2535,OMIM:309400,Menkes disease,OMIM,26,26,0,0,0,0,21,325,85,240,85,3,0,0.002319,0.018026,RANKABLE
2536,OMIM:619472,VISS syndrome,OMIM,114,114,0,0,0,0,63,6441,1068,5373,1068,47,0,0.002317,0.040475,RANKABLE
2537,ORPHA:77260,Gaucher disease type 2,ORPHA,33,33,0,0,0,0,24,528,85,443,85,3,0,0.002316,0.033351,RANKABLE
2538,ORPHA:100924,Porphyria due to ALA dehydratase deficiency,ORPHA,42,42,0,0,0,0,25,861,230,631,230,2,2,0.002316,0.147049,RANKABLE
2539,OMIM:266400,Reese retinal dysplasia,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.002315,0.002315,RANKABLE
2540,OMIM:620014,Lymphatic malformation 12,OMIM,13,13,0,0,0,0,5,78,20,58,20,0,0,0.002314,0.006076,RANKABLE
2541,OMIM:271900,Canavan disease,OMIM,24,24,0,0,0,0,17,276,99,177,99,5,0,0.002313,0.017610,RANKABLE
2542,ORPHA:411629,Infantile nephropathic cystinosis,ORPHA,27,27,0,0,0,0,19,351,91,260,91,2,0,0.002313,0.017022,RANKABLE
2543,OMIM:607208,"Epileptic encephalopathy, early infantile, 6 (Dravet syndrome)",OMIM,23,23,0,0,0,0,18,253,231,22,231,17,0,0.002310,0.019268,RANKABLE
2544,OMIM:301021,"Mitochondrial complex I deficiency, nuclear type 30",OMIM,6,6,0,0,0,0,5,15,1,14,1,0,0,0.002309,0.002309,RANKABLE
2545,OMIM:305000,"Dyskeratosis congenita, X-linked",OMIM,52,52,0,0,0,0,36,1326,212,1114,212,9,0,0.002308,0.038077,RANKABLE
2546,OMIM:613630,Fetal encasement syndrome,OMIM,18,18,0,0,0,0,12,153,26,127,26,1,0,0.002308,0.024187,RANKABLE
2547,ORPHA:351,Galactosialidosis,ORPHA,9,9,0,0,0,0,8,36,6,30,6,0,0,0.002307,0.006209,RANKABLE
2548,ORPHA:276280,Hemihyperplasia-multiple lipomatosis syndrome,ORPHA,19,19,0,0,0,0,12,171,35,136,35,1,0,0.002305,0.033931,RANKABLE
2549,OMIM:620089,"Neurodegeneration, childhood-onset, with multisystem involvement due to mitochondrial dysfunction",OMIM,33,33,0,0,0,0,22,528,121,407,121,7,0,0.002304,0.018026,RANKABLE
2550,ORPHA:2777,Osteomesopyknosis,ORPHA,7,7,0,0,0,0,6,21,15,6,15,0,0,0.002304,0.009297,RANKABLE
2551,ORPHA:1560,Cysticercosis,ORPHA,49,49,0,0,0,0,36,1176,581,595,581,38,0,0.002304,0.039761,RANKABLE
2552,OMIM:269630,Second metatarsal-metacarpal syndrome,OMIM,3,3,0,0,0,0,3,3,3,0,3,0,0,0.002303,0.002407,RANKABLE
2553,OMIM:256731,"Ceroid lipofuscinosis, neuronal, 5",OMIM,23,23,0,0,0,0,17,253,126,127,126,8,0,0.002301,0.018026,RANKABLE
2554,OMIM:616724,"Tooth agenesis, selective, 7",OMIM,2,2,0,0,0,0,0,1,1,0,1,0,0,0.002300,0.002300,RANKABLE
2555,ORPHA:739,Prader-Willi syndrome,ORPHA,90,90,0,0,0,0,53,4005,742,3263,742,25,0,0.002298,0.069519,RANKABLE
2556,ORPHA:66634,Dilated cardiomyopathy with ataxia,ORPHA,37,37,0,0,0,0,23,666,114,552,114,8,0,0.002297,0.022393,RANKABLE
2557,ORPHA:2131,Alternating hemiplegia of childhood,ORPHA,63,63,0,0,0,0,47,1953,519,1434,519,20,0,0.002296,0.059527,RANKABLE
2558,ORPHA:363558,New-onset refractory status epilepticus,ORPHA,37,37,0,0,0,0,32,666,469,197,469,33,0,0.002295,0.058134,RANKABLE
2559,ORPHA:85443,AL amyloidosis,ORPHA,54,54,0,0,0,0,33,1431,258,1173,258,13,0,0.002294,0.057427,RANKABLE
2560,OMIM:621440,"Dentin dysplasia, type IB",OMIM,4,4,0,0,0,0,2,6,6,0,6,0,0,0.002292,0.002502,RANKABLE
2561,ORPHA:603,"Distal myopathy, Welander type",ORPHA,12,12,0,0,0,0,3,66,31,35,31,0,0,0.002291,0.009897,RANKABLE
2562,OMIM:615516,"Intellectual developmental disorder, autosomal recessive 38",OMIM,22,22,0,0,0,0,16,231,104,127,104,5,0,0.002290,0.013158,RANKABLE
2563,OMIM:560000,"Renal tubulopathy, diabetes mellitus, and cerebellar ataxia",OMIM,21,21,0,0,0,0,17,210,21,189,21,2,0,0.002289,0.012437,RANKABLE
2564,OMIM:300888,"Hypothyroidism, central, and testicular enlargement",OMIM,5,5,0,0,0,0,1,10,6,4,6,0,0,0.002286,0.002681,RANKABLE
2565,ORPHA:98912,"Late-onset distal myopathy, Markesbery-Griggs type",ORPHA,20,20,0,0,0,0,8,190,98,92,98,4,0,0.002286,0.010037,RANKABLE
2566,OMIM:181350,"Emery-Dreifuss muscular dystrophy 2, autosomal dominant",OMIM,57,57,0,0,0,0,29,1596,760,836,760,30,0,0.002285,0.016412,RANKABLE
2567,OMIM:616756,Spastic paraplegia and psychomotor retardation with or without seizures,OMIM,28,28,0,0,0,0,25,378,137,241,137,8,0,0.002285,0.018026,RANKABLE
2568,ORPHA:75563,X-linked sideroblastic anemia,ORPHA,10,10,0,0,0,0,10,45,4,41,4,0,0,0.002284,0.002554,RANKABLE
2569,OMIM:609016,Long-Chain 3-hydroxyacyl-coa dehydrogenase deficiency,OMIM,7,7,0,0,0,0,6,21,1,20,1,0,0,0.002283,0.002283,RANKABLE
2570,OMIM:611095,"Intellectual developmental disorder, autosomal recessive 9/26",OMIM,5,5,0,0,0,0,4,10,6,4,6,0,0,0.002282,0.004661,RANKABLE
2571,OMIM:616777,Seckel syndrome 9,OMIM,28,28,0,0,0,0,17,378,49,329,49,2,0,0.002280,0.034935,RANKABLE
2572,ORPHA:512,Metachromatic leukodystrophy,ORPHA,45,45,0,0,0,0,32,990,345,645,345,18,0,0.002280,0.025522,RANKABLE
2573,OMIM:620423,Multiple mitochondrial dysfunctions syndrome 7,OMIM,51,51,0,0,0,0,30,1275,477,798,477,5,3,0.002279,0.168260,RANKABLE
2574,ORPHA:238329,Severe X-linked mitochondrial encephalomyopathy,ORPHA,23,23,0,0,0,0,14,253,85,168,85,5,0,0.002279,0.019513,RANKABLE
2575,ORPHA:309271,"Metachromatic leukodystrophy, adult form",ORPHA,48,48,0,0,0,0,26,1128,561,567,561,17,2,0.002279,0.151976,RANKABLE
2576,OMIM:233450,Goodpasture syndrome,OMIM,34,34,0,0,0,0,21,561,146,415,146,5,0,0.002278,0.037379,RANKABLE
2577,ORPHA:49804,Lichen amyloidosis,ORPHA,2,2,0,0,0,0,2,1,1,0,1,0,0,0.002275,0.002275,RANKABLE
2578,ORPHA:37,Acrodermatitis enteropathica,ORPHA,31,31,0,0,0,0,22,465,118,347,118,5,0,0.002274,0.037155,RANKABLE
2579,ORPHA:88618,S-adenosylhomocysteine hydrolase deficiency,ORPHA,44,44,0,0,0,0,31,946,150,796,150,6,0,0.002273,0.017610,RANKABLE
2580,ORPHA:1930,Herpes simplex virus encephalitis,ORPHA,30,30,0,0,0,0,23,435,169,266,169,3,1,0.002272,0.131448,RANKABLE
2581,ORPHA:700,Alopecia totalis,ORPHA,10,10,0,0,0,0,6,45,22,23,22,1,0,0.002272,0.030207,RANKABLE
2582,ORPHA:2364,Glycogen storage disease due to lactate dehydrogenase deficiency,ORPHA,11,11,0,0,0,0,9,55,13,42,13,1,0,0.002271,0.010000,RANKABLE
2583,OMIM:617052,Bone marrow failure syndrome 3,OMIM,56,56,0,0,0,0,36,1540,188,1352,188,8,0,0.002270,0.038011,RANKABLE
2584,OMIM:270420,"Diarrhea 3, secretory sodium, congenital, with or without other congenital anomalies",OMIM,16,16,0,0,0,0,9,120,23,97,23,0,0,0.002270,0.003833,RANKABLE
2585,OMIM:614399,"Myopathy, areflexia, respiratory distress, and dysphagia, early-onset",OMIM,33,33,0,0,0,0,21,528,139,389,139,1,1,0.002269,0.170872,RANKABLE
2586,OMIM:103900,"Aldosteronism, glucocorticoid-remediable",OMIM,6,6,0,0,0,0,4,15,6,9,6,0,0,0.002268,0.002751,RANKABLE
2587,OMIM:618088,"Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",OMIM,24,24,0,0,0,0,19,276,194,82,194,13,0,0.002266,0.018026,RANKABLE
2588,ORPHA:2203,Hyperlysinemia,ORPHA,57,57,0,0,0,0,28,1596,459,1137,459,10,2,0.002266,0.107789,RANKABLE
2589,OMIM:616188,Retinal dystrophy and obesity,OMIM,11,11,0,0,0,0,8,55,45,10,45,0,0,0.002264,0.005999,RANKABLE
2590,ORPHA:179,Birdshot chorioretinopathy,ORPHA,23,23,0,0,0,0,15,253,253,0,253,1,0,0.002264,0.023012,RANKABLE
2591,OMIM:607625,"Niemann-pick disease, type C2",OMIM,33,33,0,0,0,0,19,528,137,391,137,2,0,0.002263,0.052009,RANKABLE
2592,ORPHA:1742,Trisomy 5p syndrome,ORPHA,17,17,0,0,0,0,12,136,19,117,19,1,0,0.002263,0.014473,RANKABLE
2593,OMIM:609812,"Maturity-Onset diabetes of the young, type 8, with exocrine dysfunction",OMIM,5,5,0,0,0,0,2,10,2,8,2,0,0,0.002261,0.003724,RANKABLE
2594,ORPHA:33364,Trichothiodystrophy,ORPHA,91,91,0,0,0,0,54,4095,716,3379,716,27,0,0.002261,0.041154,RANKABLE
2595,ORPHA:100998,Autosomal dominant spastic paraplegia type 17,ORPHA,16,16,0,0,0,0,12,120,57,63,57,3,0,0.002261,0.010999,RANKABLE
2596,OMIM:621123,Achalasia-progeroid syndrome,OMIM,26,26,0,0,0,0,14,325,32,293,32,1,0,0.002260,0.024440,RANKABLE
2597,OMIM:607330,Lathosterolosis,OMIM,36,36,0,0,0,0,15,630,118,512,118,3,0,0.002260,0.036610,RANKABLE
2598,ORPHA:464329,Kaposiform lymphangiomatosis,ORPHA,46,46,0,0,0,0,35,1035,204,831,204,5,0,0.002257,0.023464,RANKABLE
2599,OMIM:618090,Neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum,OMIM,23,23,0,0,0,0,19,253,191,62,191,14,0,0.002256,0.019513,RANKABLE
2600,ORPHA:90157,Drug-induced localized lipodystrophy,ORPHA,6,6,0,0,0,0,4,15,9,6,9,1,0,0.002255,0.010015,RANKABLE
2601,OMIM:231950,Glutathioninuria,OMIM,17,17,0,0,0,0,12,136,34,102,34,1,0,0.002254,0.035671,RANKABLE
2602,ORPHA:73272,Growth delay due to insulin-like growth factor type 1 deficiency,ORPHA,42,42,0,0,0,0,27,861,125,736,125,1,1,0.002254,0.161588,RANKABLE
2603,ORPHA:71276,Silent sinus syndrome,ORPHA,3,3,0,0,0,0,2,3,3,0,3,0,0,0.002253,0.002971,RANKABLE
2604,ORPHA:1521,Craniofrontonasal dysplasia-Poland anomaly syndrome,ORPHA,26,26,0,0,0,0,11,325,110,215,110,1,1,0.002252,0.155429,RANKABLE
2605,OMIM:108120,"Arthrogryposis, distal, type 1A",OMIM,32,32,0,0,0,0,16,496,231,265,231,1,1,0.002250,0.174859,RANKABLE
2606,ORPHA:24,Fumaric aciduria,ORPHA,44,44,0,0,0,0,26,946,188,758,188,2,1,0.002250,0.179972,RANKABLE
2607,ORPHA:293181,Epilepsy of infancy with migrating focal seizures,ORPHA,25,25,0,0,0,0,23,300,146,154,146,10,0,0.002250,0.022393,RANKABLE
2608,ORPHA:79127,Respiratory bronchiolitis-interstitial lung disease syndrome,ORPHA,22,22,0,0,0,0,11,231,153,78,153,15,0,0.002250,0.032728,RANKABLE
2609,ORPHA:36387,Genetic epilepsy with febrile seizure plus,ORPHA,28,28,0,0,0,0,21,378,262,116,262,17,0,0.002249,0.031068,RANKABLE
2610,ORPHA:79279,Alpha-N-acetylgalactosaminidase deficiency type 1,ORPHA,30,30,0,0,0,0,27,435,123,312,123,9,0,0.002249,0.017948,RANKABLE
2611,OMIM:168300,Paramyotonia congenita,OMIM,41,41,0,0,0,0,30,820,162,658,162,1,1,0.002248,0.166157,RANKABLE
2612,ORPHA:33445,Neuroectodermal melanolysosomal disease,ORPHA,29,29,0,0,0,0,28,406,115,291,115,6,0,0.002247,0.029014,RANKABLE
2613,ORPHA:370927,SSR4-CDG,ORPHA,28,28,0,0,0,0,24,378,50,328,50,3,0,0.002246,0.024440,RANKABLE
2614,ORPHA:477774,Combined oxidative phosphorylation defect type 27,ORPHA,29,29,0,0,0,0,15,406,182,224,182,10,0,0.002246,0.023783,RANKABLE
2615,ORPHA:2382,Lennox-Gastaut syndrome,ORPHA,25,25,0,0,0,0,19,300,276,24,276,15,0,0.002246,0.022393,RANKABLE
2616,OMIM:615327,Dowling-Degos disease 2,OMIM,4,4,0,0,0,0,1,6,6,0,6,0,0,0.002245,0.007406,RANKABLE
2617,OMIM:604864,Osteoarthritis with mild chondrodysplasia,OMIM,10,10,0,0,0,0,6,45,28,17,28,0,0,0.002245,0.008370,RANKABLE
2618,OMIM:621060,"Neurodevelopmental disorder with microcephaly, absent speech, and hypotonia",OMIM,65,65,0,0,0,0,38,2080,476,1604,476,16,0,0.002244,0.030782,RANKABLE
2619,OMIM:614652,"Coenzyme Q10 deficiency, primary, 3",OMIM,12,12,0,0,0,0,9,66,15,51,15,0,0,0.002243,0.004908,RANKABLE
2620,ORPHA:198,Occipital horn syndrome,ORPHA,70,70,0,0,0,0,45,2415,1049,1366,1049,20,0,0.002243,0.044703,RANKABLE
2621,OMIM:616154,Peroxisomal fatty acyl-CoA reductase 1 disorder,OMIM,21,21,0,0,0,0,12,210,76,134,76,4,0,0.002241,0.017948,RANKABLE
2622,OMIM:620305,Neurooculorenal syndrome,OMIM,46,46,0,0,0,0,22,1035,128,907,128,1,1,0.002240,0.147965,RANKABLE
2623,ORPHA:2290,Microvillus inclusion disease,ORPHA,11,11,0,0,0,0,9,55,8,47,8,0,0,0.002240,0.004259,RANKABLE
2624,OMIM:619224,"Mitochondrial complex II deficiency, nuclear type 4",OMIM,26,26,0,0,0,0,15,325,146,179,146,9,0,0.002239,0.019513,RANKABLE
2625,ORPHA:834,Free sialic acid storage disease,ORPHA,30,30,0,0,0,0,28,435,79,356,79,1,0,0.002239,0.033351,RANKABLE
2626,OMIM:208400,Aspartylglucosaminuria,OMIM,46,46,0,0,0,0,31,1035,252,783,252,10,0,0.002238,0.041696,RANKABLE
2627,OMIM:256550,Neuraminidase deficiency,OMIM,33,33,0,0,0,0,25,528,78,450,78,2,0,0.002238,0.027189,RANKABLE
